Name,Age,Purpose,Depature,Destination,PeriodOfStay
연선율,10,tourism,incheon,tokyo,17
장윤우,23,other,jeju,tokyo,64
제다은,26,business,busan,fukuoka,84
채유나,72,other,busan,saporo,45
단서윤,46,other,kimpo,saporo,85
염예솔,60,business,kimpo,tokyo,31
변나연,63,other,kimpo,fukuoka,84
강진서,51,business,incheon,tokyo,76
심유나,60,business,jeju,saporo,39
피단비,48,business,busan,saporo,51
왕지환,53,tourism,kimpo,fukuoka,43
감대현,77,business,busan,fukuoka,81
사가현,59,tourism,incheon,fukuoka,77
유예준,66,tourism,busan,osaka,77
용수빈,39,tourism,incheon,fukuoka,83
배승민,79,business,kimpo,fukuoka,81
도온유,55,business,busan,saporo,20
표보민,1,business,incheon,tokyo,39
서소연,39,business,incheon,tokyo,72
전하온,65,other,incheon,fukuoka,12
윤재민,37,other,incheon,fukuoka,2
여동혁,57,other,busan,osaka,39
소이안,24,tourism,kimpo,tokyo,45
안윤슬,17,business,incheon,osaka,75
방시윤,71,business,incheon,fukuoka,4
박다윤,78,tourism,busan,saporo,28
봉혜성,53,tourism,incheon,tokyo,14
김서원,40,tourism,incheon,tokyo,39
승다혜,15,business,busan,fukuoka,74
서하준,16,tourism,incheon,fukuoka,48
추채윤,74,business,kimpo,osaka,49
피로아,13,other,busan,saporo,19
경라온,43,tourism,kimpo,saporo,58
전은수,34,other,busan,tokyo,14
승성빈,70,tourism,incheon,saporo,63
채태민,62,tourism,kimpo,tokyo,30
하태준,51,business,kimpo,osaka,2
팽예슬,54,tourism,incheon,fukuoka,22
감현진,29,other,incheon,saporo,71
동예성,51,tourism,busan,saporo,57
모우영,65,other,kimpo,saporo,77
부지후,6,tourism,busan,fukuoka,85
경규빈,33,other,kimpo,saporo,87
은소미,53,business,kimpo,tokyo,28
갈한나,75,tourism,busan,tokyo,83
방하나,44,tourism,kimpo,fukuoka,65
위주환,79,tourism,jeju,tokyo,47
설예주,71,business,busan,osaka,55
길유민,34,tourism,busan,osaka,13
선윤채,48,other,jeju,saporo,74
하민지,26,other,incheon,tokyo,30
봉지웅,1,tourism,kimpo,tokyo,67
강은비,18,other,incheon,osaka,25
손시완,71,business,busan,saporo,67
방태인,52,business,jeju,tokyo,80
예시완,66,business,jeju,saporo,30
사은비,0,tourism,kimpo,fukuoka,26
원지온,62,tourism,jeju,fukuoka,80
송채빈,4,business,jeju,tokyo,73
감라윤,67,tourism,busan,tokyo,53
표유주,12,tourism,kimpo,tokyo,35
단이든,32,other,incheon,saporo,11
피민지,33,tourism,busan,saporo,68
범서연,13,other,kimpo,fukuoka,20
지채율,20,other,incheon,tokyo,3
견정윤,74,other,jeju,saporo,80
명주현,39,business,kimpo,fukuoka,80
육경민,17,tourism,busan,saporo,60
경강우,1,business,incheon,saporo,54
추하영,69,other,jeju,saporo,69
가가빈,32,tourism,busan,saporo,78
간하민,15,business,kimpo,tokyo,49
용다원,34,business,busan,osaka,9
지연준,33,tourism,incheon,osaka,25
엄온유,46,tourism,incheon,fukuoka,6
상민재,19,business,busan,saporo,56
우재우,7,tourism,busan,osaka,47
박소정,55,tourism,jeju,osaka,22
하한나,75,business,jeju,fukuoka,44
천예진,27,tourism,jeju,saporo,42
손은혜,4,business,kimpo,fukuoka,87
양로운,34,other,busan,saporo,16
빈다원,66,other,kimpo,tokyo,76
노윤아,25,tourism,busan,saporo,81
국준호,48,other,kimpo,fukuoka,6
엄유정,29,other,incheon,saporo,22
여지현,20,tourism,kimpo,tokyo,18
정태건,13,tourism,busan,saporo,13
도윤재,25,business,incheon,osaka,11
형채린,69,tourism,busan,osaka,31
석현성,14,other,jeju,tokyo,8
송승환,78,business,incheon,saporo,90
원유민,22,business,kimpo,fukuoka,29
빈지호,26,other,jeju,tokyo,71
고혜린,8,business,kimpo,saporo,8
단하율,53,business,jeju,tokyo,7
가지용,13,business,kimpo,tokyo,56
전주은,23,tourism,incheon,fukuoka,63
당시우,20,tourism,busan,tokyo,42
범아린,58,tourism,incheon,osaka,26
연예빈,46,other,kimpo,tokyo,67
배혜정,43,tourism,incheon,tokyo,80
성라온,63,business,kimpo,tokyo,61
옥지유,24,business,kimpo,osaka,11
도성준,45,tourism,incheon,fukuoka,50
경현빈,21,tourism,jeju,fukuoka,41
호예찬,61,tourism,incheon,fukuoka,29
유유빈,67,business,jeju,saporo,7
표예담,56,tourism,jeju,fukuoka,86
팽온유,16,business,incheon,tokyo,66
최소윤,35,other,busan,tokyo,42
허혜성,59,other,incheon,tokyo,3
변나린,23,other,jeju,saporo,81
송리안,23,other,kimpo,tokyo,81
노로운,45,tourism,jeju,fukuoka,62
상이나,14,business,incheon,fukuoka,64
허민규,64,business,busan,osaka,9
곽지원,45,tourism,kimpo,fukuoka,63
봉태이,7,business,busan,saporo,87
육승환,28,business,incheon,osaka,33
서시은,55,business,jeju,saporo,45
승로이,56,business,kimpo,tokyo,84
강지완,29,other,kimpo,osaka,67
조하랑,32,business,kimpo,tokyo,62
위도겸,66,tourism,kimpo,tokyo,47
두도진,54,business,busan,tokyo,35
연태경,67,other,busan,fukuoka,55
소지웅,12,business,incheon,tokyo,29
설재희,61,tourism,incheon,tokyo,11
양정은,40,tourism,jeju,osaka,59
손주한,51,tourism,busan,fukuoka,53
간다인,16,tourism,jeju,fukuoka,57
우시은,30,business,incheon,osaka,9
부재원,42,business,kimpo,fukuoka,33
명수빈,23,other,jeju,saporo,71
명시은,69,other,busan,saporo,5
추요한,65,other,kimpo,fukuoka,55
채현수,19,other,busan,osaka,64
빈민수,61,other,jeju,fukuoka,51
목예솔,46,other,busan,fukuoka,66
주다현,63,business,incheon,saporo,40
채민하,79,other,jeju,osaka,14
좌도율,42,tourism,kimpo,osaka,30
남하진,9,other,kimpo,tokyo,55
유연아,40,business,incheon,saporo,31
부하람,63,tourism,kimpo,tokyo,41
제준영,23,business,busan,tokyo,20
양민성,20,other,incheon,tokyo,13
마연호,41,other,jeju,saporo,6
성요한,34,tourism,kimpo,tokyo,44
시주연,79,business,jeju,saporo,49
예도원,20,tourism,jeju,fukuoka,7
지은솔,20,other,kimpo,osaka,48
홍가온,32,other,kimpo,osaka,24
인보미,14,other,jeju,saporo,78
한주안,26,business,jeju,osaka,5
편다현,7,tourism,busan,osaka,25
선시은,5,other,busan,tokyo,69
지윤,5,tourism,incheon,fukuoka,84
승시우,4,tourism,incheon,fukuoka,35
변호진,52,business,incheon,tokyo,50
모서원,47,business,kimpo,tokyo,31
길하빈,63,business,jeju,saporo,64
곽채연,3,tourism,jeju,tokyo,40
한하나,34,other,busan,fukuoka,85
팽하빈,71,business,incheon,fukuoka,90
고은성,67,tourism,kimpo,fukuoka,7
명성윤,42,other,jeju,fukuoka,39
감준우,54,tourism,jeju,osaka,54
맹지민,30,business,busan,saporo,27
탁로이,73,other,jeju,saporo,85
소도훈,27,business,jeju,fukuoka,2
차인우,1,business,incheon,osaka,52
공세준,49,business,kimpo,saporo,72
목하율,10,tourism,busan,osaka,13
은하율,18,other,busan,tokyo,31
인여원,3,other,kimpo,tokyo,72
라승주,40,business,incheon,tokyo,7
차지인,41,business,busan,osaka,26
연하온,43,tourism,busan,fukuoka,78
육성민,57,business,busan,osaka,9
목선율,7,tourism,jeju,fukuoka,19
선이솔,14,tourism,kimpo,saporo,28
가민재,62,other,incheon,tokyo,82
고혜빈,25,business,incheon,osaka,15
손하린,58,business,kimpo,tokyo,40
범진혁,12,other,busan,tokyo,55
손민아,64,business,kimpo,saporo,62
오서연,49,business,kimpo,fukuoka,54
방승훈,19,business,kimpo,saporo,85
옥지윤,48,business,kimpo,osaka,33
팽라희,22,other,incheon,tokyo,41
김준서,25,tourism,incheon,tokyo,31
마로이,37,tourism,kimpo,tokyo,82
표소은,57,business,incheon,saporo,45
승승아,47,business,incheon,tokyo,25
원상윤,46,other,jeju,osaka,26
진봄,61,business,kimpo,saporo,13
단시우,38,business,kimpo,osaka,82
성승유,76,tourism,busan,tokyo,50
강예림,42,other,kimpo,saporo,3
용세희,66,business,busan,osaka,61
인은우,14,other,jeju,tokyo,71
손은채,47,other,busan,fukuoka,19
조재원,17,tourism,kimpo,fukuoka,13
류민수,18,other,busan,osaka,75
육서아,35,tourism,busan,saporo,21
서은수,48,other,jeju,osaka,72
형준석,59,business,kimpo,saporo,19
연라희,49,other,busan,tokyo,78
맹소원,33,business,busan,osaka,26
안도현,47,other,incheon,tokyo,30
진연주,70,business,kimpo,fukuoka,57
신가연,34,other,kimpo,fukuoka,40
탁서영,43,other,kimpo,tokyo,79
차보경,16,other,incheon,tokyo,2
천태경,60,business,incheon,fukuoka,43
소태윤,48,business,busan,tokyo,23
상다원,46,other,incheon,fukuoka,11
호진우,16,tourism,jeju,saporo,48
권지유,56,business,incheon,tokyo,42
오도연,52,business,jeju,tokyo,67
상유민,34,business,incheon,tokyo,20
태시은,67,business,jeju,tokyo,3
은율,27,tourism,kimpo,saporo,43
허승호,54,tourism,incheon,osaka,81
상소윤,73,tourism,incheon,saporo,32
장정현,49,tourism,busan,tokyo,29
단아윤,20,tourism,kimpo,fukuoka,38
길도연,14,business,kimpo,fukuoka,82
성유찬,11,tourism,incheon,fukuoka,13
길은재,65,tourism,busan,fukuoka,21
방은호,67,other,busan,saporo,2
손라온,58,tourism,busan,tokyo,41
윤아현,49,other,kimpo,tokyo,87
라승연,31,other,incheon,saporo,3
봉채윤,72,other,kimpo,osaka,4
백지호,14,tourism,incheon,tokyo,84
정시헌,52,tourism,jeju,tokyo,11
강연주,54,business,kimpo,osaka,68
손소은,66,business,kimpo,saporo,62
함연지,15,other,incheon,tokyo,8
태예진,61,tourism,busan,saporo,83
상수정,19,business,incheon,osaka,84
제은채,60,tourism,kimpo,saporo,19
호이나,6,other,busan,osaka,18
갈민서,55,business,kimpo,fukuoka,41
나신우,13,other,busan,osaka,17
구아준,17,other,incheon,osaka,44
간별,76,other,jeju,tokyo,35
탁윤건,5,business,incheon,fukuoka,22
도주은,79,other,busan,osaka,68
염연아,70,tourism,kimpo,osaka,6
오다경,72,business,kimpo,osaka,33
표준희,53,business,incheon,osaka,43
갈서아,24,other,jeju,tokyo,87
승소희,46,business,kimpo,saporo,10
민재영,19,business,kimpo,fukuoka,16
단신우,29,business,jeju,saporo,31
지하온,62,tourism,kimpo,fukuoka,80
송채원,33,other,incheon,fukuoka,88
모아인,32,business,busan,saporo,77
전유안,26,business,kimpo,tokyo,73
장태호,28,tourism,kimpo,tokyo,84
가도준,72,tourism,incheon,saporo,38
오효원,79,tourism,busan,saporo,28
노나연,14,other,jeju,osaka,27
견윤진,52,business,busan,fukuoka,8
성우진,5,business,incheon,osaka,88
하다원,76,other,kimpo,saporo,60
마민수,0,other,kimpo,osaka,34
황수지,57,business,incheon,fukuoka,18
여재이,50,tourism,jeju,saporo,75
육지현,56,business,busan,tokyo,80
온유현,66,other,kimpo,osaka,75
허재우,40,tourism,kimpo,tokyo,46
석소연,53,tourism,jeju,fukuoka,46
석준성,4,other,busan,osaka,52
옥하율,70,tourism,incheon,saporo,33
왕영민,2,tourism,incheon,saporo,55
진새봄,16,business,jeju,saporo,21
성이준,57,business,incheon,tokyo,74
함서원,79,business,incheon,fukuoka,24
용인우,1,business,busan,saporo,77
사정우,49,business,incheon,osaka,29
제정윤,10,other,kimpo,fukuoka,77
오주한,22,other,incheon,saporo,84
가나율,74,business,incheon,osaka,27
육경민,20,other,jeju,osaka,78
원서아,30,business,jeju,osaka,47
박주영,14,tourism,jeju,tokyo,32
차지효,79,business,busan,osaka,25
범하율,70,business,kimpo,tokyo,48
탁혜정,47,other,busan,saporo,7
부하준,22,business,kimpo,osaka,36
장다영,19,other,jeju,fukuoka,21
주주호,56,business,incheon,tokyo,21
나우영,28,business,busan,fukuoka,59
어아라,28,business,incheon,saporo,21
장지웅,75,other,jeju,osaka,50
태지영,68,business,jeju,saporo,80
봉재이,43,business,incheon,osaka,71
진세현,43,tourism,jeju,tokyo,5
간주환,6,business,busan,fukuoka,17
고지온,23,other,jeju,saporo,25
노도현,61,other,kimpo,fukuoka,49
마민호,24,other,jeju,saporo,81
구우준,16,tourism,kimpo,fukuoka,76
오재영,78,tourism,incheon,saporo,64
백지웅,53,tourism,kimpo,tokyo,42
온태인,10,tourism,incheon,saporo,60
구지우,10,tourism,jeju,fukuoka,73
나호진,11,other,jeju,saporo,66
금승재,20,other,kimpo,saporo,32
견서빈,31,other,jeju,saporo,11
호찬희,42,business,busan,saporo,57
우재우,38,other,kimpo,fukuoka,90
당경민,56,other,busan,fukuoka,27
전건호,32,tourism,incheon,osaka,67
팽유빈,43,other,jeju,osaka,61
곽이현,34,business,incheon,fukuoka,73
봉다혜,70,other,incheon,fukuoka,67
손수지,62,tourism,incheon,fukuoka,80
석시호,49,tourism,jeju,osaka,12
남도영,48,business,kimpo,saporo,33
부준희,8,tourism,jeju,saporo,84
배지혜,41,business,kimpo,saporo,12
백이안,28,other,kimpo,saporo,89
배강민,14,other,incheon,tokyo,76
노영우,4,business,kimpo,saporo,10
류민결,36,tourism,jeju,tokyo,74
양찬희,48,tourism,jeju,osaka,9
전태호,13,tourism,incheon,osaka,10
류유민,3,tourism,busan,saporo,42
옥상윤,45,other,kimpo,saporo,4
류혜린,33,business,jeju,saporo,86
경예원,10,business,incheon,tokyo,19
경수민,0,other,kimpo,saporo,41
추우영,34,tourism,kimpo,saporo,42
경민기,49,other,incheon,osaka,71
봉나율,17,business,incheon,osaka,51
옥민성,30,tourism,busan,saporo,88
제산,18,tourism,kimpo,osaka,38
지제이,37,other,kimpo,fukuoka,41
상민정,44,other,jeju,tokyo,25
진예찬,27,business,kimpo,osaka,40
석태훈,46,other,jeju,tokyo,34
강윤호,54,business,jeju,saporo,56
가예인,27,business,busan,saporo,11
민재영,18,tourism,incheon,fukuoka,5
위은유,16,other,jeju,saporo,75
하가인,53,other,jeju,fukuoka,21
어윤건,20,other,busan,fukuoka,87
고우주,29,tourism,kimpo,fukuoka,39
연서정,18,business,busan,osaka,40
홍상윤,38,tourism,kimpo,fukuoka,12
라은성,46,business,kimpo,fukuoka,45
민은성,27,other,incheon,fukuoka,15
간하연,72,tourism,busan,fukuoka,77
남유안,57,other,incheon,tokyo,38
송재희,46,business,kimpo,saporo,74
온민서,46,other,busan,osaka,25
복지인,66,tourism,kimpo,tokyo,66
모하빈,57,tourism,incheon,fukuoka,73
라준희,36,business,jeju,fukuoka,69
고은율,20,business,kimpo,osaka,3
음율,66,tourism,incheon,osaka,8
한태호,32,other,busan,saporo,20
송도진,34,tourism,jeju,tokyo,68
정도경,2,tourism,incheon,tokyo,67
지서원,62,business,busan,tokyo,41
형수빈,22,other,incheon,fukuoka,61
홍은준,24,other,jeju,tokyo,13
피윤슬,10,tourism,busan,osaka,8
간로아,76,business,kimpo,fukuoka,62
정준영,2,tourism,kimpo,tokyo,23
은민재,33,other,kimpo,fukuoka,10
반예진,23,business,jeju,fukuoka,58
홍태우,39,tourism,kimpo,saporo,36
좌주호,65,other,busan,osaka,41
석한결,46,other,jeju,saporo,3
우영준,66,business,kimpo,saporo,82
안서은,39,other,kimpo,fukuoka,43
현다윤,25,business,busan,osaka,56
백나현,26,other,kimpo,saporo,38
시은호,55,tourism,kimpo,saporo,75
표윤채,28,other,kimpo,osaka,76
나지율,6,other,incheon,tokyo,53
명정우,51,business,kimpo,saporo,78
권세아,11,business,kimpo,fukuoka,62
인승재,14,other,kimpo,fukuoka,14
부도원,73,other,jeju,saporo,63
갈윤진,0,business,busan,fukuoka,37
주하윤,17,business,jeju,saporo,23
채소미,27,tourism,busan,tokyo,61
염수민,19,business,busan,fukuoka,37
표해나,24,other,jeju,saporo,48
가아현,57,other,busan,saporo,73
당하온,30,tourism,kimpo,saporo,1
라소희,35,business,jeju,tokyo,72
간예림,63,business,kimpo,osaka,33
추형준,13,business,jeju,fukuoka,67
간승준,34,tourism,jeju,fukuoka,55
서성훈,51,other,incheon,saporo,89
금서호,15,tourism,incheon,fukuoka,10
갈은비,36,business,jeju,fukuoka,44
백민서,31,other,incheon,tokyo,88
형여준,44,business,incheon,fukuoka,59
백지완,71,business,kimpo,saporo,61
서미소,7,other,kimpo,saporo,38
강아준,22,tourism,jeju,tokyo,40
추하람,15,tourism,busan,tokyo,31
동영우,14,other,busan,saporo,3
강태성,77,other,kimpo,saporo,40
가제이,37,other,incheon,osaka,19
목서정,19,business,kimpo,tokyo,9
노현빈,72,other,incheon,saporo,54
형주원,73,business,busan,saporo,76
성민재,5,other,busan,osaka,73
양은우,12,tourism,kimpo,fukuoka,29
남수현,67,tourism,busan,fukuoka,42
추민건,37,business,jeju,osaka,48
당규민,78,other,kimpo,osaka,68
허다은,80,business,incheon,tokyo,27
맹규빈,3,tourism,busan,tokyo,49
인지안,42,business,jeju,fukuoka,20
봉윤채,6,other,incheon,tokyo,80
조우진,36,tourism,busan,osaka,16
전윤서,79,tourism,jeju,saporo,60
형시헌,36,business,incheon,fukuoka,56
범이현,71,tourism,busan,saporo,52
반민솔,5,other,busan,osaka,33
하정원,14,other,busan,tokyo,75
원하온,15,other,busan,saporo,50
봉주환,59,tourism,busan,tokyo,57
석채율,71,business,busan,osaka,46
라세린,28,tourism,kimpo,fukuoka,47
천온유,10,other,incheon,osaka,61
문하랑,18,tourism,busan,saporo,54
손도연,23,other,kimpo,fukuoka,67
윤로운,65,tourism,busan,fukuoka,46
심지현,42,other,jeju,osaka,27
위대현,31,business,incheon,fukuoka,21
차하은,62,tourism,busan,osaka,66
도지후,62,tourism,jeju,osaka,74
소종현,12,tourism,busan,tokyo,10
표주하,4,business,busan,saporo,41
도재하,3,tourism,kimpo,fukuoka,81
구설아,60,tourism,kimpo,osaka,8
마은수,77,other,incheon,tokyo,26
제준성,8,tourism,jeju,fukuoka,6
표새봄,41,business,jeju,saporo,19
승서빈,15,business,kimpo,saporo,16
형윤건,42,tourism,busan,tokyo,15
마하늘,68,tourism,kimpo,fukuoka,64
고주은,66,tourism,incheon,fukuoka,37
한정빈,50,tourism,jeju,osaka,41
정민수,38,business,incheon,saporo,77
봉종현,19,business,jeju,fukuoka,7
변로아,38,business,incheon,tokyo,86
목민하,5,other,busan,osaka,65
견건희,11,tourism,busan,saporo,53
육주원,10,tourism,incheon,fukuoka,27
부태성,17,other,busan,saporo,49
금현우,78,other,kimpo,tokyo,17
오하늘,33,other,busan,fukuoka,34
옥아윤,0,business,kimpo,osaka,23
사도경,50,business,jeju,tokyo,30
승하민,13,tourism,kimpo,osaka,69
단윤호,27,tourism,incheon,tokyo,55
안승찬,55,business,busan,tokyo,68
성율,52,business,jeju,tokyo,6
태지인,57,other,busan,osaka,54
기가은,56,tourism,incheon,tokyo,39
백하진,71,business,kimpo,fukuoka,37
편소율,1,tourism,busan,osaka,84
유현진,34,other,busan,saporo,66
인지웅,23,business,incheon,fukuoka,26
심재율,16,business,busan,fukuoka,54
김승유,65,tourism,jeju,fukuoka,22
허범준,26,other,jeju,fukuoka,55
유민경,22,business,jeju,fukuoka,82
명혜민,49,other,kimpo,tokyo,77
부시훈,29,other,busan,osaka,47
유세연,43,tourism,kimpo,saporo,86
고아준,13,business,incheon,saporo,73
염하늘,57,tourism,incheon,saporo,83
좌한율,50,tourism,busan,osaka,66
임시환,64,tourism,kimpo,saporo,52
문서후,77,business,jeju,osaka,88
길시환,39,tourism,busan,fukuoka,69
인하린,23,tourism,busan,tokyo,29
경민하,46,business,incheon,tokyo,24
방규현,56,tourism,kimpo,osaka,40
손소정,27,business,incheon,fukuoka,52
가해나,54,other,busan,fukuoka,57
진세린,79,tourism,incheon,tokyo,46
기정은,42,other,busan,osaka,25
부상현,74,other,incheon,fukuoka,80
당도연,65,tourism,kimpo,fukuoka,4
차유리,12,tourism,busan,tokyo,53
장율,50,tourism,busan,saporo,83
천동건,41,business,busan,saporo,6
옥아윤,80,business,kimpo,fukuoka,83
동세인,56,other,jeju,tokyo,8
차다은,38,tourism,jeju,osaka,41
마지안,31,other,kimpo,osaka,82
국윤호,53,business,busan,osaka,64
봉승주,79,business,jeju,tokyo,74
두지온,32,tourism,jeju,tokyo,17
연지원,51,other,busan,saporo,65
원재인,9,business,kimpo,saporo,73
오시현,36,tourism,incheon,tokyo,81
용서인,69,tourism,incheon,tokyo,82
손나윤,24,other,incheon,osaka,67
은태리,76,business,incheon,saporo,54
곽채현,2,business,kimpo,tokyo,63
상태오,51,business,jeju,tokyo,84
염이든,57,business,busan,tokyo,61
가연준,51,tourism,jeju,tokyo,70
당현민,43,business,jeju,saporo,35
손솔,10,other,kimpo,tokyo,67
차다온,49,business,busan,tokyo,66
부아라,71,business,jeju,tokyo,66
성태오,23,tourism,busan,saporo,2
금서하,43,tourism,kimpo,saporo,69
천태오,2,tourism,incheon,fukuoka,60
